Date;Import Country (Source);Exporter;Importer;HS Code;Country of Origin;Country of Destination;Quantity;Qty Unit;Weight;Wgt Unit;Value (US$);Transport Mode;Products
2024-05-17 00:00:00;USA;BEIJING CENTURY JOYO COURIER;PREMIUM PARTS WHOLESALE LTD;851390;CHINA;UNITED STATES;276;CTN;6672;KG;174813,56;MARITIME;CAR
2024-05-16 00:00:00;USA;DONGGUAN ANZHENG TECHNOLOGY LIMITED;SCHOOLHOUSE ELECTRIC CO;851390;CHINA;UNITED STATES;40;CTN;420;KG;8400;MARITIME;LAMP
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;912;KG;23895,38;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;8;PKG;2531;KG;66314,92;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;4;PKG;1249;KG;32725,14;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;2;PKG;450;KG;11790,48;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;13;PKG;3130;KG;82009,36;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;PREMIUM PARTS WHOLESALE LTD;851390;CHINA;UNITED STATES;567;CTN;7976;KG;208979,76;MARITIME;CAR
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;749;KG;19624,6;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;29;PKG;5537;KG;145075,34;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1582;KG;41450,1;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;14;PKG;4312;KG;112979,03;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;17;PKG;5181;KG;135747,76;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1173;KG;30733,86;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;529;CTN;8518;KG;223180,74;MARITIME;CAR
2024-05-15 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;21;PKG;6557;KG;171800,44;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;834;CTN;2118;KG;55493,87;MARITIME;ELECTRIC LAMP
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;17;PKG;5379;KG;140935,57;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;PREMIUM PARTS WHOLESALE LTD;851390;CHINA;UNITED STATES;393;CTN;6693;KG;175363,79;MARITIME;CAR
2024-05-15 00:00:00;USA;UNKNOWN;PREMIUM PARTS WHOLESALE LTD;851390;CHINA;UNITED STATES;276;CTN;6250;KG;163756,71;MARITIME;CAR
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;PKG;59;KG;1545,86;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;YANTAI RIMA MACHINERY CO LTD;THE POOL COUPLE MORE;851390;CHINA;UNITED STATES;2;PKG;1190;KG;31179,28;MARITIME;SAWMILL
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;6;PKG;1899;KG;49755,84;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;PREMIUM PARTS WHOLESALE LTD;851390;CHINA;UNITED STATES;276;CTN;6664;KG;174603,95;MARITIME;CAR
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1266;KG;33170,56;MARITIME;COMPUTER
2024-05-15 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;CTN;189;KG;4952;MARITIME;COMPUTER
2024-05-14 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;3302;CTN;87170;KG;2283947,58;MARITIME;GARAGE
2024-05-13 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;7280;CTN;17163;KG;449689,03;MARITIME;ELECTRIC LAMP
2024-05-13 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;1056;CTN;18164;KG;475916,3;MARITIME;ELECTRIC LAMP
2024-05-13 00:00:00;USA;BEIJING CENTURY JOYO COURIER;CHAROPE INC;851390;CHINA;UNITED STATES;63;CTN;630;KG;16506,68;MARITIME;LAMP
2024-05-13 00:00:00;USA;UNKNOWN;UPS SUPPLY CHAIN SOLUTIONS;851390;VIETNAM;UNITED STATES;328;CTN;37132;KG;840143,07;MARITIME;GENERATOR
2024-05-13 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;660;CTN;21675;KG;567908,27;MARITIME;ELECTRIC LAMP
2024-05-13 00:00:00;USA;VESYNC SINGAPORE PTE LTD;TECHVAST CORP;851390;CHINA;UNITED STATES;2174;CTN;18456;KG;483567,01;MARITIME;ELECTRIC LAMP
2024-05-11 00:00:00;USA;ZHEJIANG ERA SOLAR TECHNOLOGY CO LTD;WYNWOOD FAN COMPANY LLC;851390;CHINA;UNITED STATES;20;PKG;5433;KG;142350,43;MARITIME;LAMP
2024-05-11 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;1056;CTN;18164;KG;475916,3;MARITIME;ELECTRIC LAMP
2024-05-11 00:00:00;USA;UNKNOWN;UNITED GLOBAL SERVICES NY CORP;851390;CHINA;UNITED STATES;577;CTN;4830;KG;126551,19;MARITIME;ELECTRIC LAMP
2024-05-11 00:00:00;USA;VESYNC SINGAPORE PTE LTD;TECHVAST CORP;851390;CHINA;UNITED STATES;1571;CTN;13312;KG;348788,69;MARITIME;ELECTRIC LAMP
2024-05-11 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;404;CTN;7546;KG;197713,3;MARITIME;CAR
2024-05-11 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;352;CTN;5350;KG;140175,74;MARITIME;ELECTRIC LAMP
2024-05-11 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;701;CTN;8130;KG;213014,73;MARITIME;SAUNA
2024-05-10 00:00:00;USA;ZHEJIANG ERA SOLAR TECHNOLOGY CO;FLYBY LLC;851390;CHINA;UNITED STATES;1001;CTN;8737;KG;228918,78;MARITIME;LIGHTS
2024-05-10 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;2245;CTN;29617;KG;775997,2;MARITIME;GARAGE
2024-05-09 00:00:00;USA;NINGBO YITU LOGISTICS TECHNOLOGY CO;GLOBELINK LOGISTICS INC;851390;CHINA;UNITED STATES;250;CTN;2375;KG;62227,55;MARITIME;SAUNA
2024-05-09 00:00:00;USA;FUZHOU YANGTENG NETWORK CO LTD;YANGTENG INNOVATIONS LIMITED;851390;CHINA;UNITED STATES;402;CTN;7252;KG;190010,19;MARITIME;CAR
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;40;PKG;12655;KG;331574,59;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;16;PKG;5062;KG;132629,83;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;9;PKG;1679;KG;43991,6;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1943;KG;50908,69;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;6;PKG;2377;KG;62279,95;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;2;PKG;358;KG;9379,98;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;4;PKG;705;KG;18471,76;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;950;KG;24891,02;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;FUZHOU YANGTENG NETWORK CO LTD;YANGTENG INNOVATIONS LIMITED;851390;CHINA;UNITED STATES;402;CTN;7252;KG;190010,19;MARITIME;CAR
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;PKG;317;KG;8305,74;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;2;PKG;633;KG;16585,28;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;PKG;317;KG;8305,74;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;11;PKG;3297;KG;86384,94;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1536;KG;40244,85;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;2;PKG;414;KG;10847,24;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;2;PKG;634;KG;16611,48;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;6;PKG;1894;KG;49624,83;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;35;PKG;11073;KG;290124,49;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;15;PKG;5866;KG;153695,5;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;12;PKG;3797;KG;99485,48;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;PKG;317;KG;8305,74;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;1189;KG;31153,08;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;13;PKG;4014;KG;105171,11;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;950;KG;24891,02;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1166;KG;30550,45;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;10;PKG;3962;KG;103808,65;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;34;PKG;10757;KG;281844,95;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;3;PKG;950;KG;24891,02;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;2;PKG;793;KG;20777,45;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;6;PKG;1899;KG;49755,84;MARITIME;COMPUTER
2024-05-08 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;7;PKG;2215;KG;58035,38;MARITIME;COMPUTER
2024-05-07 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;232;CTN;6387;KG;167346,26;MARITIME;CAR
2024-05-07 00:00:00;USA;NINGBO REBON E COMMERCE CO LTD;LIN DA DA INTERNATIONAL INC;851390;CHINA;UNITED STATES;1433;CTN;13646;KG;357539,85;MARITIME;ELECTRIC LAMP
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1585;KG;41528,7;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;9;PKG;3374;KG;88402,42;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;8;PKG;1758;KG;46061,49;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1266;KG;33170,56;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;13;PKG;4113;KG;107765,02;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1981;KG;51904,33;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;18;PKG;5695;KG;149215,11;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;1;PKG;22;KG;576,42;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;715;CTN;7688;KG;201433,85;MARITIME;CAR
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1981;KG;51904,33;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;549;CTN;7326;KG;191949,06;MARITIME;CAR
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1080;KG;28297,16;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;1;PKG;107;KG;2803,51;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;5;PKG;1981;KG;51904,33;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;16;PKG;6109;KG;160062,36;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;3;PKG;1126;KG;29502,41;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;8;PKG;2476;KG;64873,86;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;8;PKG;1546;KG;40506,86;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;660;CTN;21675;KG;567908,27;MARITIME;ELECTRIC LAMP
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;4;PKG;1066;KG;27930,34;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;2;PKG;793;KG;20777,45;MARITIME;COMPUTER
2024-05-03 00:00:00;USA;UNKNOWN;SCHENKER OF CANADA LTD;851390;CHINA;UNITED STATES;8;PKG;2532;KG;66341,12;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;364;CTN;7462;KG;195512,41;MARITIME;ELECTRIC LAMP
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;40;PKG;8757;KG;229442,8;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;8;PKG;1758;KG;46061,49;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;44;PKG;8506;KG;222866,33;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;44;PKG;8507;KG;222892,53;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;40;PKG;8760;KG;229521,4;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;4;PKG;774;KG;20279,63;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;12;PKG;2464;KG;64559,45;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;44;PKG;8507;KG;222892,53;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;23;PKG;4361;KG;114262,88;MARITIME;COMPUTER
2024-05-02 00:00:00;USA;THE GREAT OCEAN LINE PTE LTD;DB SCHENKER;851390;CHINA;UNITED STATES;44;PKG;8506;KG;222866,33;MARITIME;COMPUTER
2024-04-30 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;4608;CTN;108751;KG;2849392,95;MARITIME;CAR
2024-04-30 00:00:00;USA;ZHEJIANG HUAYANG LEISURE PRODUCTS C;MIYA INTERNATIONAL LLC;851390;CHINA;UNITED STATES;1155;CTN;8869;KG;232377,32;MARITIME;LIGHTS
2024-04-29 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;2937;CTN;67935;KG;1779969,93;MARITIME;GARAGE
2024-04-29 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;545;CTN;9004;KG;235914,47;MARITIME;CAR
2024-04-27 00:00:00;USA;CHUNG CHENG ELECTRIC HEATING CO;RELAX F I R MASTER INC;851390;CHINA TAIWAN;UNITED STATES;589;CTN;8398;KG;321100;MARITIME;SAUNA
2024-04-27 00:00:00;USA;ZHEJIANG ERA SOLAR TECHNOLOGY CO;MIYA INTERNATIONAL LLC;851390;CHINA;UNITED STATES;1050;CTN;9821;KG;257320,74;MARITIME;LIGHTS
2024-04-27 00:00:00;USA;VESYNC SINGAPORE PTE LTD;TECHVAST CORP;851390;CHINA;UNITED STATES;1152;CTN;11039;KG;289233,65;MARITIME;ELECTRIC LAMP
2024-04-27 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;192;CTN;19368;KG;507462,39;MARITIME;GARAGE
2024-04-25 00:00:00;USA;YANTAI WEMAX MACHINERY CO LTD;RICHARD C FRANKE;851390;CHINA;UNITED STATES;1;PKG;401;KG;10506,63;MARITIME;SAWMILL
2024-04-24 00:00:00;USA;YANTAI RIMA MACHINERY CO LTD;PORTEVER SHIPPING INC;851390;CHINA;UNITED STATES;1;PKG;401;KG;10506,63;MARITIME;SAWMILL
2024-04-23 00:00:00;USA;UNKNOWN;UNKNOWN;851390;CHINA;UNITED STATES;4130;CTN;143169;KG;3751181,5;MARITIME;GARAGE
2024-04-23 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;364;CTN;11174;KG;292770,8;MARITIME;ELECTRIC LAMP
2024-04-20 00:00:00;USA;UNKNOWN;UNKNOWN;851390;SOUTH KOREA;UNITED STATES;338;CTN;6895;KG;137900;MARITIME;SAUNA
2024-04-20 00:00:00;USA;UNKNOWN;UNKNOWN;851390;SOUTH KOREA;UNITED STATES;850;CTN;7650;KG;153000;MARITIME;SAUNA
2024-04-19 00:00:00;USA;PENAVICO INTERNATIONAL LOGISTICS CO;HAI WIND WORLDWIDE INC;851390;CHINA;UNITED STATES;834;CTN;2110;KG;55284,27;MARITIME;ELECTRIC LAMP
2024-04-19 00:00:00;USA;CREATIVE CHINA CREATIONS LIMITED;ONTEL PRODUCTS CORP;851390;CHINA;UNITED STATES;4339;CTN;6075;KG;159171,52;MARITIME;ELECTRIC LAMP
2024-04-18 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;644;CTN;8901;KG;233215,76;MARITIME;CAR
2024-04-18 00:00:00;USA;BRACALENTE GLOBAL INDIA LLP;BRACALENTE GLOBAL LIMITED;851390;INDIA;UNITED STATES;282;BOX;2346;KG;0;MARITIME;ELECTRIC LAMP
2024-04-18 00:00:00;USA;GUANGDONG ICECO ENTERPRISE CO LTD;MAGIC COOLER INTERNATIONAL INC;851390;CHINA;UNITED STATES;525;CTN;7713;KG;202088,88;MARITIME;CAR
2024-04-18 00:00:00;USA;SEAC ACRYLIC INDUSTRIAL CO LTD;DESIGN WITHIN REACH;851390;CHINA;UNITED STATES;62;PKG;515;KG;13493,55;MARITIME;LAMP
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;3;PKG;950;KG;24891,02;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;2;PKG;506;KG;13257,74;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;1;PKG;317;KG;8305,74;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;LONGWIN POWER TECHNOLOGY COMPANY;GENERAC POWER SYSTEMS INC;851390;VIETNAM;UNITED STATES;768;CTN;79872;KG;1807171,92;MARITIME;GENERATOR
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;29;PKG;9175;KG;240394,85;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;4;PKG;1264;KG;33118,16;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;1;PKG;61;KG;1598,27;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;17;PKG;5379;KG;140935,57;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;1;PKG;154;KG;4034,97;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;1;PKG;96;KG;2515,3;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;3;PKG;950;KG;24891,02;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;14;PKG;4430;KG;116070,76;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;2;PKG;793;KG;20777,45;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;13;PKG;4113;KG;107765,02;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;SCHENKER CHINA LTD CHENGDU BRANCH;SCHENKER INC AS AGENT OF SCHENKER;851390;CHINA;UNITED STATES;36;PKG;11361;KG;297670,4;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;2;PKG;793;KG;20777,45;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;7;PKG;2215;KG;58035,38;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;4;PKG;1266;KG;33170,56;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;4;PKG;1461;KG;38279,77;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;14;PKG;4430;KG;116070,76;MARITIME;COMPUTER
2024-04-17 00:00:00;USA;EMPTY;EMPTY;851390;CHINA;UNITED STATES;1;PKG;20;KG;524,02;MARITIME;COMPUTER
